location,phone,transactions,distance,display_phone,is_closed,name,review_count,attributes,price,categories,url,rating,coordinates,alias,image_url,id
"{'address1': '4880 Fountain Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['4880 Fountain Ave', 'Los Angeles, CA 90029']}",,['delivery'],4410.038165658063,,False,Found Oyster,366,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'seafood', 'title': 'Seafood'}]",https://www.yelp.com/biz/found-oyster-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.095237, 'longitude': -118.295817}",found-oyster-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/WsKx3uNNR6oN20Lm73dTfg/o.jpg,U0-5DL9r3JJk6Vn7E2XK8A
"{'address1': '1391 Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1391 Sunset Blvd', 'Los Angeles, CA 90026']}",,[],6578.311385127899,,False,Poltergeist,70,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",https://www.yelp.com/biz/poltergeist-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.07402, 'longitude': -118.25153}",poltergeist-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/pZIsj2aZIatyowKjOfk8kA/o.jpg,mkZq_pN9uMeBvOaDrgWDVQ
"{'address1': '225 S Beverly Dr', 'address2': None, 'address3': '', 'city': 'Beverly Hills', 'zip_code': '90212', 'country': 'US', 'state': 'CA', 'display_address': ['225 S Beverly Dr', 'Beverly Hills, CA 90212']}",+13102725963,"['delivery', 'pickup']",7190.0128260854235,(310) 272-5963,False,Chubby Curry,134,"{'business_temp_closed': None, 'menu_url': 'https://chubbycurry.co/menu/', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}]",https://www.yelp.com/biz/chubby-curry-beverly-hills?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.06415, 'longitude': -118.399355}",chubby-curry-beverly-hills,https://s3-media1.fl.yelpcdn.com/bphoto/Wa6Yz66kcVlMGA8KXzvpoA/o.jpg,pa4CoCtGkDvovXXhtJRweg
"{'address1': '6919 Melrose Ave', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['6919 Melrose Ave', 'Los Angeles, CA 90038']}",+13232724777,"['restaurant_reservation', 'delivery', 'pickup']",3121.8355056717573,(323) 272-4777,False,Casablanca Moroccan kitchens,527,"{'business_temp_closed': None, 'menu_url': 'http://www.casablancamoroccankitchens.com/menu.html', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",https://www.yelp.com/biz/casablanca-moroccan-kitchens-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.8,"{'latitude': 34.0837244, 'longitude': -118.3423348}",casablanca-moroccan-kitchens-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/Ay7tnupE8N2pB_fT-dNc9w/o.jpg,dNxZ53R6QUYOFtd2q0-S2Q
"{'address1': '9201 Sunset Blvd', 'address2': None, 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['9201 Sunset Blvd', 'West Hollywood, CA 90069']}",+13108176441,"['delivery', 'pickup']",7312.786429308046,(310) 817-6441,False,LAVO Los Angeles,467,"{'business_temp_closed': None, 'menu_url': 'https://taogroup.com/venues/lavo-ristorante-los-angeles/menu/', 'open24_hours': None, 'waitlist_reservation': None}",$$$$,"[{'alias': 'italian', 'title': 'Italian'}]",https://www.yelp.com/biz/lavo-los-angeles-west-hollywood-2?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.8,"{'latitude': 34.090867, 'longitude': -118.392441}",lavo-los-angeles-west-hollywood-2,https://s3-media1.fl.yelpcdn.com/bphoto/F2iHBc-ZjerC5al-wbnSHA/o.jpg,ISl4TG4ski6eSdjJwh3zlg
"{'address1': '8164 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8164 W 3rd St', 'Los Angeles, CA 90048']}",+13239511210,"['delivery', 'pickup']",4407.712074844084,(323) 951-1210,False,The Little Door,2658,"{'business_temp_closed': None, 'menu_url': '', 'open24_hours': None, 'waitlist_reservation': None}",$$$,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'modern_european', 'title': 'Modern European'}]",https://www.yelp.com/biz/the-little-door-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.1,"{'latitude': 34.072075, 'longitude': -118.36748}",the-little-door-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/8M_o6joPUjXNZA7s8c_mUw/o.jpg,OVYbBxiA-MFNE3wSKlSlgg
"{'address1': '226 E 1st St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['226 E 1st St', 'Los Angeles, CA 90012']}",+12136283431,"['delivery', 'pickup']",7424.216813541536,(213) 628-3431,False,Azay,339,"{'business_temp_closed': None, 'menu_url': 'https://www.azaylittletokyo.com/breakfastandlunch', 'open24_hours': None, 'waitlist_reservation': True}",$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'french', 'title': 'French'}]",https://www.yelp.com/biz/azay-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.6,"{'latitude': 34.0508304712908, 'longitude': -118.241824954748}",azay-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/3GT7mtJAsb-s1Dru3_VPIw/o.jpg,jcUgGKhk1NbzNBED6e_tPg
"{'address1': '1562 N Cahuenga Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1562 N Cahuenga Blvd', 'Los Angeles, CA 90028']}",+13236457470,"['delivery', 'pickup']",4272.105616785184,(323) 645-7470,False,3rd Base LA,467,"{'business_temp_closed': None, 'menu_url': 'https://www.3rdbasela.com/pages/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American'}]",https://www.yelp.com/biz/3rd-base-la-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.8,"{'latitude': 34.09956, 'longitude': -118.32916}",3rd-base-la-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/8pU5ZaIC6t_sjd0mIRuFUw/o.jpg,_hHzOXG4SRkBIND2LZf4aQ
"{'address1': '5410 W Adams Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90016', 'country': 'US', 'state': 'CA', 'display_address': ['5410 W Adams Blvd', 'Los Angeles, CA 90016']}",+13235910770,"['delivery', 'pickup']",4908.473046958891,(323) 591-0770,False,Vicky's All Day,247,"{'business_temp_closed': None, 'menu_url': 'https://www.vickysallday.com/menu', 'open24_hours': None, 'waitlist_reservation': True}",$$,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pizza', 'title': 'Pizza'}]",https://www.yelp.com/biz/vickys-all-day-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.03231, 'longitude': -118.36092}",vickys-all-day-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/JHDl33xhPP0fnDuzApboOA/o.jpg,TfJohKDyj1oLIULSyi00WQ
"{'address1': '8747 Melrose Ave', 'address2': None, 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8747 Melrose Ave', 'West Hollywood, CA 90069']}",+12133346789,[],6219.340281587405,(213) 334-6789,False,Drake's Hollywood,185,"{'business_temp_closed': None, 'menu_url': 'https://media-cdn.getbento.com/accounts/64a17940823a4848233bd66df715ace9/media/Afjp9TS7RpSEbgeKz09N_Drake-s%20Menu_%202023_11.pdf', 'open24_hours': None, 'waitlist_reservation': None}",$$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'lounges', 'title': 'Lounges'}]",https://www.yelp.com/biz/drakes-hollywood-west-hollywood?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.8,"{'latitude': 34.08113, 'longitude': -118.38464}",drakes-hollywood-west-hollywood,https://s3-media1.fl.yelpcdn.com/bphoto/yeK0ZgiIuGJAg0IMkkr7Tg/o.jpg,f_o-OpsOsLJgAKDMu2FmTA
"{'address1': '412 N Fairfax Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['412 N Fairfax Ave', 'Los Angeles, CA 90036']}",+13233343369,['delivery'],4131.3072633198035,(323) 334-3369,False,Jon & Vinny's Fairfax,2549,"{'business_temp_closed': None, 'menu_url': 'https://www.jonandvinnys.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}]",https://www.yelp.com/biz/jon-and-vinnys-fairfax-los-angeles-4?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.7,"{'latitude': 34.0786401, 'longitude': -118.3613451}",jon-and-vinnys-fairfax-los-angeles-4,https://s3-media1.fl.yelpcdn.com/bphoto/P2atztIZ5LqivdsXUqCmlA/o.jpg,sPw1o5OYWE5C2JtbTXp5wg
"{'address1': '1120 S Grand Ave', 'address2': 'Ste 101', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['1120 S Grand Ave', 'Ste 101', 'Los Angeles, CA 90015']}",+12135365292,[],5912.817563417191,(213) 536-5292,False,Pine & Crane DTLA,619,"{'business_temp_closed': None, 'menu_url': 'https://www.pineandcrane.com/dtla#menu', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'noodles', 'title': 'Noodles'}]",https://www.yelp.com/biz/pine-and-crane-dtla-los-angeles-3?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.04088199432459, 'longitude': -118.26227691396424}",pine-and-crane-dtla-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/qQsgkWVNbauk9Pa0VlN2qQ/o.jpg,kjJT0aclLYI291W0V1DKVg
"{'address1': '449 S Hewitt St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['449 S Hewitt St', 'Los Angeles, CA 90013']}",+12139358119,[],8216.382354887339,(213) 935-8119,False,Sampa,152,"{'business_temp_closed': None, 'menu_url': 'https://wearesampa.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'newamerican', 'title': 'New American'}]",https://www.yelp.com/biz/sampa-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.7,"{'latitude': 34.04225457638447, 'longitude': -118.23529658650853}",sampa-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/a2eAhoGFpaIrhLww6KUlzg/o.jpg,s4bu_G4GYbKXZBaC7WwM7A
"{'address1': '6500 Selma Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6500 Selma Ave', 'Los Angeles, CA 90028']}",+13237856600,[],4316.969203965897,(323) 785-6600,False,Mama's Rooftop,835,"{'business_temp_closed': None, 'menu_url': 'http://www.mamashelter.com/en/los-angeles/restaurants/menus', 'open24_hours': None, 'waitlist_reservation': True}",$$,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",https://www.yelp.com/biz/mamas-rooftop-los-angeles-2?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.5,"{'latitude': 34.0996099751367, 'longitude': -118.331350050867}",mamas-rooftop-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/R7APosuRdI3D7D88vmN_xg/o.jpg,8LdFAPdaWMg9sVRgmRv0NQ
"{'address1': '1201 N La Brea Ave', 'address2': '', 'address3': None, 'city': 'West Hollywood', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['1201 N La Brea Ave', 'West Hollywood, CA 90038']}",+13234529029,['delivery'],4045.491647297324,(323) 452-9029,False,Cannabis Cafe,864,"{'business_temp_closed': None, 'menu_url': 'https://cannabis.cafe/wp-content/uploads/2023/12/Cafe-Food-Menu_112823.pdf', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'cannabisdispensaries', 'title': 'Cannabis Dispensaries'}, {'alias': 'cafes', 'title': 'Cafes'}]",https://www.yelp.com/biz/cannabis-cafe-west-hollywood?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,3.7,"{'latitude': 34.092663, 'longitude': -118.344416}",cannabis-cafe-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/cczyXx-PBN_NqFX8e7WrUw/o.jpg,qCrSlf_TSVxITOYIBXGdJQ
"{'address1': '7953 Santa Monica Blvd', 'address2': '', 'address3': None, 'city': 'West Hollywood', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7953 Santa Monica Blvd', 'West Hollywood, CA 90046']}",+13235369045,"['delivery', 'pickup']",5044.965372292206,(323) 536-9045,False,Employees Only,468,"{'business_temp_closed': None, 'menu_url': 'https://www.employeesonlyla.com/menu/', 'open24_hours': None, 'waitlist_reservation': True}",$$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'lounges', 'title': 'Lounges'}]",https://www.yelp.com/biz/employees-only-west-hollywood?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.1,"{'latitude': 34.0910009082559, 'longitude': -118.363145592593}",employees-only-west-hollywood,https://s3-media4.fl.yelpcdn.com/bphoto/d0JIBDrssbMZphxQOA-Zsw/o.jpg,ALF79fQM2QhMfsBhwPATng
"{'address1': '3578 Hayden Ave', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3578 Hayden Ave', 'Culver City, CA 90232']}",+13103603860,"['delivery', 'pickup']",6892.322258580256,(310) 360-3860,False,Destroyer,838,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'newamerican', 'title': 'New American'}]",https://www.yelp.com/biz/destroyer-culver-city?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.1,"{'latitude': 34.02464248617733, 'longitude': -118.38132362907578}",destroyer-culver-city,https://s3-media2.fl.yelpcdn.com/bphoto/6BZUptlzP1Cg5bMHzHDB7Q/o.jpg,ZKltkN5lOxH1tLeVAO2b6A
"{'address1': '1513 S Robertson Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90035', 'country': 'US', 'state': 'CA', 'display_address': ['1513 S Robertson Blvd', 'Los Angeles, CA 90035']}",+13105579795,['pickup'],5912.952168576132,(310) 557-9795,False,A Food Affair,1564,"{'business_temp_closed': None, 'menu_url': 'https://www.afoodaffair.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$$,"[{'alias': 'french', 'title': 'French'}]",https://www.yelp.com/biz/a-food-affair-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.051909, 'longitude': -118.3843212}",a-food-affair-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/JO6C6qFoS1hR4Qu9oX0uFw/o.jpg,XrPVlXXa4cHLm7qKWFkfCg
"{'address1': '2532 W Temple St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2532 W Temple St', 'Los Angeles, CA 90026']}",+12136747572,[],4460.005640593472,(213) 674-7572,False,Tita Lina’s,68,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'filipino', 'title': 'Filipino'}]",https://www.yelp.com/biz/tita-lina-s-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.9,"{'latitude': 34.07223538659772, 'longitude': -118.274630116813}",tita-lina-s-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/pcXRqx9bEPVTpCFbxcBTjg/o.jpg,-dmFlY8oohLiep_sexSMSg
"{'address1': '8615 W Sunset Blvd', 'address2': '', 'address3': None, 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8615 W Sunset Blvd', 'West Hollywood, CA 90069']}",,[],6362.952527976712,,False,Saltie Girl,284,"{'business_temp_closed': None, 'menu_url': 'https://www.saltiegirl.com/los-angeles-menus/', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",https://www.yelp.com/biz/saltie-girl-west-hollywood?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.0,"{'latitude': 34.092576, 'longitude': -118.379496}",saltie-girl-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/ov3C7tofC22Npdo6DuwehQ/o.jpg,90itAXJJDUg1nvaZ-WWtEA
"{'address1': '201 N Western Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['201 N Western Ave', 'Los Angeles, CA 90004']}",+12139150058,"['delivery', 'pickup']",1812.6824212254996,(213) 915-0058,False,Jeonju Hyundaiok,114,"{'business_temp_closed': None, 'menu_url': 'http://hyundaiokusa.com', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'korean', 'title': 'Korean'}]",https://www.yelp.com/biz/jeonju-hyundaiok-los-angeles-4?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.5,"{'latitude': 34.07476, 'longitude': -118.30934}",jeonju-hyundaiok-los-angeles-4,https://s3-media1.fl.yelpcdn.com/bphoto/7jy-dcjnY1UeqECK1eCZeg/o.jpg,U87EaXDc2rl1Ix5K8ijWug
"{'address1': '4427 sunset blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['4427 sunset blvd', 'Los Angeles, CA 90027']}",,[],5157.865843171988,,False,Mokupuni,1,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",https://www.yelp.com/biz/mokupuni-los-angeles-2?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,5.0,"{'latitude': 34.09747, 'longitude': -118.28574}",mokupuni-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/7ACGbwUlhVHTyF_pGzUpWA/o.jpg,JRb7dujShIS-raj42T6-iw
"{'address1': '806 E 3rd St', 'address2': 'Unit 140', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['806 E 3rd St', 'Unit 140', 'Los Angeles, CA 90013']}",+12132780198,"['restaurant_reservation', 'delivery', 'pickup']",8073.496120332584,(213) 278-0198,False,Taberu,236,"{'business_temp_closed': None, 'menu_url': 'http://Taberu-la.com', 'open24_hours': None, 'waitlist_reservation': True}",,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",https://www.yelp.com/biz/taberu-los-angeles?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.1,"{'latitude': 34.04543955200967, 'longitude': -118.23592919906234}",taberu-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/MduhZl5RYbhq80IF2iZLGQ/o.jpg,j31RdZbL5R647hA17RQY_Q
"{'address1': '3273 Helms Ave', 'address2': '', 'address3': None, 'city': 'Culver City', 'zip_code': '90232', 'country': 'US', 'state': 'CA', 'display_address': ['3273 Helms Ave', 'Culver City, CA 90232']}",+14245012005,[],6785.198534844997,(424) 501-2005,False,Lustig,52,"{'business_temp_closed': None, 'menu_url': 'https://lustig-la.com/wp-content/uploads/2024/01/2024-01_Lustig_Dinner-Menu_Soft-opening-Update.pdf', 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'austrian', 'title': 'Austrian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",https://www.yelp.com/biz/lustig-culver-city?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.4,"{'latitude': 34.02984483325987, 'longitude': -118.3841697}",lustig-culver-city,https://s3-media2.fl.yelpcdn.com/bphoto/MygSqS-qZ3krDL7ZDIQRYw/o.jpg,D68cNJlgMqDxX0xhkKuHXQ
"{'address1': '5173 W Sunset Blvd', 'address2': None, 'address3': None, 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['5173 W Sunset Blvd', 'Los Angeles, CA 90027']}",+13234076811,"['delivery', 'pickup']",4421.728044936444,(323) 407-6811,False,Los Pollos Hermanos,1,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://www.yelp.com/biz/los-pollos-hermanos-los-angeles-6?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,5.0,"{'latitude': 34.0984, 'longitude': -118.302811}",los-pollos-hermanos-los-angeles-6,https://s3-media4.fl.yelpcdn.com/bphoto/S4hzYDPKgSAVVOOMhmrxFQ/o.jpg,BgA3NZc1CuymyggAHNWozA
"{'address1': '122 S Beverly Dr', 'address2': None, 'address3': None, 'city': 'Beverly Hills', 'zip_code': '90212', 'country': 'US', 'state': 'CA', 'display_address': ['122 S Beverly Dr', 'Beverly Hills, CA 90212']}",+13105500292,['delivery'],7160.081805855371,(310) 550-0292,False,The Honor Bar,1907,"{'business_temp_closed': None, 'menu_url': 'http://hillstone.com/menus/honorbar/Honor%20Bar%20Beverly%20Hills%20Dinner.pdf', 'open24_hours': None, 'waitlist_reservation': None}",$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",https://www.yelp.com/biz/the-honor-bar-beverly-hills-3?adjust_creative=TJn_vBz7OAFyoJinyxnr1Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TJn_vBz7OAFyoJinyxnr1Q,4.3,"{'latitude': 34.06617, 'longitude': -118.39872}",the-honor-bar-beverly-hills-3,https://s3-media3.fl.yelpcdn.com/bphoto/iDIEjkK-UddnjyNOYXAPlQ/o.jpg,6uCcRqFET5kCO41lg-jDgg
